sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"KIAA0907","Previous symbol","KHDC4","KH domain containing 4, pre-mRNA splicing factor","HGNC:29145","1q22"
"GIPC2","Approved symbol","GIPC2","GIPC PDZ domain containing family member 2","HGNC:18177","1p31.1"
"TRPV2","Approved symbol","TRPV2","transient receptor potential cation channel subfamily V member 2","HGNC:18082","17p11.2"
"FLJ10815","Alias symbol","SLC38A7","solute carrier family 38 member 7","HGNC:25582","16q21"
"CLN8","Approved symbol","CLN8","CLN8 transmembrane ER and ERGIC protein","HGNC:2079","8p23.3"
"CA3","Approved symbol","CA3","carbonic anhydrase 3","HGNC:1374","8q21.2"
"SAFB","Approved symbol","SAFB","scaffold attachment factor B","HGNC:10520","19p13.3"
"CDKN2A","Approved symbol","CDKN2A","cyclin dependent kinase inhibitor 2A","HGNC:1787","9p21.3"
"MTAP","Approved symbol","MTAP","methylthioadenosine phosphorylase","HGNC:7413","9p21.3"
"KCNMB3","Approved symbol","KCNMB3","potassium calcium-activated channel subfamily M regulatory beta subunit 3","HGNC:6287","3q26.32"
"SLC9A8","Approved symbol","SLC9A8","solute carrier family 9 member A8","HGNC:20728","20q13.13"
"SLC11A1","Approved symbol","SLC11A1","solute carrier family 11 member 1","HGNC:10907","2q35"
"ZMYND11","Approved symbol","ZMYND11","zinc finger MYND-type containing 11","HGNC:16966","10p15.3"
"CAP350","Alias symbol","CEP350","centrosomal protein 350","HGNC:24238","1q25.2"
"COMMD8","Approved symbol","COMMD8","COMM domain containing 8","HGNC:26036","4p12"
"ENO3","Approved symbol","ENO3","enolase 3","HGNC:3354","17p13.2"
"FCGR1A","Approved symbol","FCGR1A","Fc gamma receptor Ia","HGNC:3613","1q21.2"
"TAF5L","Approved symbol","TAF5L","TATA-box binding protein associated factor 5 like","HGNC:17304","1q42.13"
"CYP1A1","Approved symbol","CYP1A1","cytochrome P450 family 1 subfamily A member 1","HGNC:2595","15q24.1"
"STK4","Approved symbol","STK4","serine/threonine kinase 4","HGNC:11408","20q13.12"
"SERPINE1","Approved symbol","SERPINE1","serpin family E member 1","HGNC:8583","7q22.1"
"HTR4","Approved symbol","HTR4","5-hydroxytryptamine receptor 4","HGNC:5299","5q32"
"GPR89","Previous symbol","GPR89B","G protein-coupled receptor 89B","HGNC:13840","1q21.2"
"LGALS1","Approved symbol","LGALS1","galectin 1","HGNC:6561","22q13.1"
"GPR3","Approved symbol","GPR3","G protein-coupled receptor 3","HGNC:4484","1p36.11"
"LASS1","Previous symbol","CERS1","ceramide synthase 1","HGNC:14253","19p13.11"
"GNG4","Approved symbol","GNG4","G protein subunit gamma 4","HGNC:4407","1q42.3"
"RAD51AP1","Approved symbol","RAD51AP1","RAD51 associated protein 1","HGNC:16956","12p13.32"
"GALNT1","Approved symbol","GALNT1","polypeptide N-acetylgalactosaminyltransferase 1","HGNC:4123","18q12.2"
"TLN1","Approved symbol","TLN1","talin 1","HGNC:11845","9p13.3"
"TBCC","Approved symbol","TBCC","tubulin folding cofactor C","HGNC:11580","6p21.1"
"UBE2J1","Approved symbol","UBE2J1","ubiquitin conjugating enzyme E2 J1","HGNC:17598","6q15"
"SYK","Approved symbol","SYK","spleen associated tyrosine kinase","HGNC:11491","9q22.2"
"EFNB2","Approved symbol","EFNB2","ephrin B2","HGNC:3227","13q33.3"
"IL10RB","Approved symbol","IL10RB","interleukin 10 receptor subunit beta","HGNC:5965","21q22.11"
"HIST1H2AB","Previous symbol","H2AC4","H2A clustered histone 4","HGNC:4734","6p22.2"
"76P","Alias symbol","TUBGCP4","tubulin gamma complex associated protein 4","HGNC:16691","15q15.3"
"PI4KII","Alias symbol","PI4K2A","phosphatidylinositol 4-kinase type 2 alpha","HGNC:30031","10q24.2"
"ACADVL","Approved symbol","ACADVL","acyl-CoA dehydrogenase very long chain","HGNC:92","17p13.1"
"MT3","Approved symbol","MT3","metallothionein 3","HGNC:7408","16q13"
"DDX10","Approved symbol","DDX10","DEAD-box helicase 10","HGNC:2735","11q22.3"
"ATP2B3","Approved symbol","ATP2B3","ATPase plasma membrane Ca2+ transporting 3","HGNC:816","Xq28"
"MBD1","Approved symbol","MBD1","methyl-CpG binding domain protein 1","HGNC:6916","18q21.1"
"UPK3A","Approved symbol","UPK3A","uroplakin 3A","HGNC:12580","22q13.31"
"ACHE","Approved symbol","ACHE","acetylcholinesterase (Cartwright blood group)","HGNC:108","7q22.1"
"C8G","Approved symbol","C8G","complement C8 gamma chain","HGNC:1354","9q34.3"
"KIAA0082","Previous symbol","CMTR1","cap methyltransferase 1","HGNC:21077","6p21.2"
"RIPK2","Approved symbol","RIPK2","receptor interacting serine/threonine kinase 2","HGNC:10020","8q21.3"
"PUM1","Approved symbol","PUM1","pumilio RNA binding family member 1","HGNC:14957","1p35.2"
"PEX12","Approved symbol","PEX12","peroxisomal biogenesis factor 12","HGNC:8854","17q12"
"SNX24","Approved symbol","SNX24","sorting nexin 24","HGNC:21533","5q23.2"
"PSME3","Approved symbol","PSME3","proteasome activator subunit 3","HGNC:9570","17q21.31"
"TMEM35","Previous symbol","TMEM35A","transmembrane protein 35A","HGNC:25864","Xq22.1"
"OAZ1","Approved symbol","OAZ1","ornithine decarboxylase antizyme 1","HGNC:8095","19p13.3"
"HP1-BP74","Alias symbol","HP1BP3","heterochromatin protein 1 binding protein 3","HGNC:24973","1p36.12"
"WNT2B","Approved symbol","WNT2B","Wnt family member 2B","HGNC:12781","1p13.2"
"SET8","Alias symbol","KMT5A","lysine methyltransferase 5A","HGNC:29489","12q24.31"
"STAT3","Approved symbol","STAT3","signal transducer and activator of transcription 3","HGNC:11364","17q21.2"
"LEFTY2","Approved symbol","LEFTY2","left-right determination factor 2","HGNC:3122","1q42.12"
"FLJ10560","Alias symbol","TBCCD1","TBCC domain containing 1","HGNC:25546","3q27.3"
"MGC4172","Alias symbol","DHRS11","dehydrogenase/reductase 11","HGNC:28639","17q12"
"RCN2","Approved symbol","RCN2","reticulocalbin 2","HGNC:9935","15q24.3"
"TTC13","Approved symbol","TTC13","tetratricopeptide repeat domain 13","HGNC:26204","1q42.2"
"NDEL1","Approved symbol","NDEL1","nudE neurodevelopment protein 1 like 1","HGNC:17620","17p13.1"
"SERPINB5","Approved symbol","SERPINB5","serpin family B member 5","HGNC:8949","18q21.33"
"KCNQ2","Approved symbol","KCNQ2","potassium voltage-gated channel subfamily Q member 2","HGNC:6296","20q13.33"
"TRIM44","Approved symbol","TRIM44","tripartite motif containing 44","HGNC:19016","11p13"
"TRPC7","Approved symbol","TRPC7","transient receptor potential cation channel subfamily C member 7","HGNC:20754","5q31.1"
"TRPC7","Previous symbol","TRPM2","transient receptor potential cation channel subfamily M member 2","HGNC:12339","21q22.3"
"CDKL5","Approved symbol","CDKL5","cyclin dependent kinase like 5","HGNC:11411","Xp22.13"
"ZNF16","Approved symbol","ZNF16","zinc finger protein 16","HGNC:12947","8q24.3"
"SMAD2","Approved symbol","SMAD2","SMAD family member 2","HGNC:6768","18q21.1"
"YAP","Alias symbol","YY1AP1","YY1 associated protein 1","HGNC:30935","1q22"
"CRHR2","Approved symbol","CRHR2","corticotropin releasing hormone receptor 2","HGNC:2358","7p14.3"
"OLFML2B","Approved symbol","OLFML2B","olfactomedin like 2B","HGNC:24558","1q23.3"
"LPA","Approved symbol","LPA","lipoprotein(a)","HGNC:6667","6q25.3-q26"
"""NARG1L""","Unmatched","","","",""
"CCR1","Approved symbol","CCR1","C-C motif chemokine receptor 1","HGNC:1602","3p21.31"
"CD38","Approved symbol","CD38","CD38 molecule","HGNC:1667","4p15.32"
"TAF1C","Approved symbol","TAF1C","TATA-box binding protein associated factor, RNA polymerase I subunit C","HGNC:11534","16q24.1"
"CD59","Approved symbol","CD59","CD59 molecule (CD59 blood group)","HGNC:1689","11p13"
"PRSS16","Approved symbol","PRSS16","serine protease 16","HGNC:9480","6p22.1"
"LRMP","Previous symbol","IRAG2","inositol 1,4,5-triphosphate receptor associated 2","HGNC:6690","12p12.1"
"RBM28","Approved symbol","RBM28","RNA binding motif protein 28","HGNC:21863","7q32.1"
"NOSIP","Approved symbol","NOSIP","nitric oxide synthase interacting protein","HGNC:17946","19q13.33"
"BIN3","Approved symbol","BIN3","bridging integrator 3","HGNC:1054","8p21.3"
"""NANOG""","Unmatched","","","",""
"NEU2","Approved symbol","NEU2","neuraminidase 2","HGNC:7759","2q37.1"
"RETN","Approved symbol","RETN","resistin","HGNC:20389","19p13.2"
"SLC7A8","Approved symbol","SLC7A8","solute carrier family 7 member 8","HGNC:11066","14q11.2"
"CAPN1","Approved symbol","CAPN1","calpain 1","HGNC:1476","11q13.1"
"DOK2","Approved symbol","DOK2","docking protein 2","HGNC:2991","8p21.3"
"SOS1","Approved symbol","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1","HGNC:11187","2p22.1"
"FLJ10504","Alias symbol","MSTO1","misato mitochondrial distribution and morphology regulator 1","HGNC:29678","1q22"
"CDC7","Approved symbol","CDC7","cell division cycle 7","HGNC:1745","1p22.1"
"ANGPTL4","Approved symbol","ANGPTL4","angiopoietin like 4","HGNC:16039","19p13.2"
"KCNMB1","Approved symbol","KCNMB1","potassium calcium-activated channel subfamily M regulatory beta subunit 1","HGNC:6285","5q35.1"
"CCND3","Approved symbol","CCND3","cyclin D3","HGNC:1585","6p21.1"
"INDO","Previous symbol","IDO1","indoleamine 2,3-dioxygenase 1","HGNC:6059","8p11.21"
"GNG10","Approved symbol","GNG10","G protein subunit gamma 10","HGNC:4402","9q31.3"
"PARP16","Approved symbol","PARP16","poly(ADP-ribose) polymerase family member 16","HGNC:26040","15q22.31"
"RAD51L3","Previous symbol","RAD51D","RAD51 paralog D","HGNC:9823","17q12"
"KIAA1536","Alias symbol","CALCOCO1","calcium binding and coiled-coil domain 1","HGNC:29306","12q13.13"
"KIAA1449","Alias symbol","WDR48","WD repeat domain 48","HGNC:30914","3p22.2"
"HYAL4","Approved symbol","HYAL4","hyaluronidase 4","HGNC:5323","7q31.32"
"SARM1","Approved symbol","SARM1","sterile alpha and TIR motif containing 1","HGNC:17074","17q11.2"
"B4GALT7","Approved symbol","B4GALT7","beta-1,4-galactosyltransferase 7","HGNC:930","5q35.3"
"FXR2","Approved symbol","FXR2","FMR1 autosomal homolog 2","HGNC:4024","17p13.1"
"MMP24","Approved symbol","MMP24","matrix metallopeptidase 24","HGNC:7172","20q11.22"
"SOX30","Approved symbol","SOX30","SRY-box transcription factor 30","HGNC:30635","5q33.3"
"RNUT1","Previous symbol","SNUPN","snurportin 1","HGNC:14245","15q24.2"
"MGC3036","Alias symbol","LRRC61","leucine rich repeat containing 61","HGNC:21704","7q36.1"
"MIS12","Approved symbol","MIS12","MIS12 kinetochore complex component","HGNC:24967","17p13.2"
"WDR23","Previous symbol","DCAF11","DDB1 and CUL4 associated factor 11","HGNC:20258","14q12"
"OPRS1","Previous symbol","SIGMAR1","sigma non-opioid intracellular receptor 1","HGNC:8157","9p13.3"
"LOC254531","Unmatched","","","",""
"TRAM1","Approved symbol","TRAM1","translocation associated membrane protein 1","HGNC:20568","8q13.3"
"ANKRD6","Approved symbol","ANKRD6","ankyrin repeat domain 6","HGNC:17280","6q15"
"NFKBIE","Approved symbol","NFKBIE","NFKB inhibitor epsilon","HGNC:7799","6p21.1"
"QPCT","Approved symbol","QPCT","glutaminyl-peptide cyclotransferase","HGNC:9753","2p22.2"
"TFDP1","Approved symbol","TFDP1","transcription factor Dp-1","HGNC:11749","13q34"
"GOLGIN-67","Alias symbol","GOLGA8A","golgin A8 family member A","HGNC:31972","15q14"
"MX2","Approved symbol","MX2","MX dynamin like GTPase 2","HGNC:7533","21q22.3"
"LAMC2","Approved symbol","LAMC2","laminin subunit gamma 2","HGNC:6493","1q25.3"
"SE57-1","Alias symbol","CCDC68","coiled-coil domain containing 68","HGNC:24350","18q21.2"
"MPI","Approved symbol","MPI","mannose phosphate isomerase","HGNC:7216","15q24.1"
"OPRK1","Approved symbol","OPRK1","opioid receptor kappa 1","HGNC:8154","8q11.23"
"PDE6C","Approved symbol","PDE6C","phosphodiesterase 6C","HGNC:8787","10q23.33"
"EYA1","Approved symbol","EYA1","EYA transcriptional coactivator and phosphatase 1","HGNC:3519","8q13.3"
"RING1","Approved symbol","RING1","ring finger protein 1","HGNC:10018","6p21.32"
"PRM1","Approved symbol","PRM1","protamine 1","HGNC:9447","16p13.13"
"16.Sep","Unmatched","","","",""
"LOC339457","Unmatched","","","",""
"NMUR1","Approved symbol","NMUR1","neuromedin U receptor 1","HGNC:4518","2q37.1"
"FANCG","Approved symbol","FANCG","FA complementation group G","HGNC:3588","9p13.3"
"ATP13A","Previous symbol","ATP13A1","ATPase 13A1","HGNC:24215","19p13.11"
"E2F4","Approved symbol","E2F4","E2F transcription factor 4","HGNC:3118","16q22.1"
"RFXAP","Approved symbol","RFXAP","regulatory factor X associated protein","HGNC:9988","13q13.3"
"MAPK7","Approved symbol","MAPK7","mitogen-activated protein kinase 7","HGNC:6880","17p11.2"
"FADS3","Approved symbol","FADS3","fatty acid desaturase 3","HGNC:3576","11q12.2"
"KCNN4","Approved symbol","KCNN4","potassium calcium-activated channel subfamily N member 4","HGNC:6293","19q13.31"
"PXMP2","Approved symbol","PXMP2","peroxisomal membrane protein 2","HGNC:9716","12q24.33"
"PPFIA1","Approved symbol","PPFIA1","PTPRF interacting protein alpha 1","HGNC:9245","11q13.3"
"PRKCD","Approved symbol","PRKCD","protein kinase C delta","HGNC:9399","3p21.1"
"ZNF83","Approved symbol","ZNF83","zinc finger protein 83","HGNC:13158","19q13.41"
"DRP2","Approved symbol","DRP2","dystrophin related protein 2","HGNC:3032","Xq22.1"
"DRP2","Alias symbol","DPYSL2","dihydropyrimidinase like 2","HGNC:3014","8p21.2"
"KCNK2","Approved symbol","KCNK2","potassium two pore domain channel subfamily K member 2","HGNC:6277","1q41"
"TJP4","Previous symbol","TJAP1","tight junction associated protein 1","HGNC:17949","6p21.1"
"SCNN1D","Approved symbol","SCNN1D","sodium channel epithelial 1 subunit delta","HGNC:10601","1p36.33"
"SLC20A2","Approved symbol","SLC20A2","solute carrier family 20 member 2","HGNC:10947","8p11.21"
"TM4SF10","Previous symbol","TMEM47","transmembrane protein 47","HGNC:18515","Xp21.1"
"IRF5","Approved symbol","IRF5","interferon regulatory factor 5","HGNC:6120","7q32.1"
"KCNK3","Approved symbol","KCNK3","potassium two pore domain channel subfamily K member 3","HGNC:6278","2p23.3"
"R30953_1","Unmatched","","","",""
"ZNF574","Approved symbol","ZNF574","zinc finger protein 574","HGNC:26166","19q13.2"
"DLG4","Approved symbol","DLG4","discs large MAGUK scaffold protein 4","HGNC:2903","17p13.1"
"DLG4","Previous symbol","LLGL1","LLGL scribble cell polarity complex component 1","HGNC:6628","17p11.2"
"BAI1","Previous symbol","ADGRB1","adhesion G protein-coupled receptor B1","HGNC:943","8q24.3"
"TP53","Approved symbol","TP53","tumor protein p53","HGNC:11998","17p13.1"
"CTLA4","Approved symbol","CTLA4","cytotoxic T-lymphocyte associated protein 4","HGNC:2505","2q33.2"
"AKR1B1","Approved symbol","AKR1B1","aldo-keto reductase family 1 member B","HGNC:381","7q33"
"NJMU-R1","Alias symbol","C17orf75","chromosome 17 open reading frame 75","HGNC:30173","17q11.2"
"H1FX","Previous symbol","H1-10","H1.10 linker histone","HGNC:4722","3q21.3"
"MPRG","Alias symbol","PAQR5","progestin and adipoQ receptor family member 5","HGNC:29645","15q23"
"TRIM28","Approved symbol","TRIM28","tripartite motif containing 28","HGNC:16384","19q13.43"
"CROP","Alias symbol","LUC7L3","LUC7 like 3 pre-mRNA splicing factor","HGNC:24309","17q21.33"
"PRM2","Approved symbol","PRM2","protamine 2","HGNC:9448","16p13.13"
"PPAT","Approved symbol","PPAT","phosphoribosyl pyrophosphate amidotransferase","HGNC:9238","4q12"
"PPAT","Alias symbol","COASY","Coenzyme A synthase","HGNC:29932","17q21.2"
"PTD008","Alias symbol","WDR83OS","WD repeat domain 83 opposite strand","HGNC:30203","19p13.13"
"CCL24","Approved symbol","CCL24","C-C motif chemokine ligand 24","HGNC:10623","7q11.23"
"CRYBB1","Approved symbol","CRYBB1","crystallin beta B1","HGNC:2397","22q12.1"
"FOXK2","Approved symbol","FOXK2","forkhead box K2","HGNC:6036","17q25.3"
"CRTAC1","Approved symbol","CRTAC1","cartilage acidic protein 1","HGNC:14882","10q24.2"
"MDC1","Approved symbol","MDC1","mediator of DNA damage checkpoint 1","HGNC:21163","6p21.33"
"YPEL1","Approved symbol","YPEL1","yippee like 1","HGNC:12845","22q11.21-q11.22"
"LY6E","Approved symbol","LY6E","lymphocyte antigen 6 family member E","HGNC:6727","8q24.3"
"DNAJB4","Approved symbol","DNAJB4","DnaJ heat shock protein family (Hsp40) member B4","HGNC:14886","1p31.1"
"TPI1","Approved symbol","TPI1","triosephosphate isomerase 1","HGNC:12009","12p13.31"
"SPON2","Approved symbol","SPON2","spondin 2","HGNC:11253","4p16.3"
"RPL4","Approved symbol","RPL4","ribosomal protein L4","HGNC:10353","15q22.31"
"SLC27A6","Approved symbol","SLC27A6","solute carrier family 27 member 6","HGNC:11000","5q23.3"
"SIAT8A","Previous symbol","ST8SIA1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1","HGNC:10869","12p12.1"
"ME3","Approved symbol","ME3","malic enzyme 3","HGNC:6985","11q14.2"
"ME3","Alias symbol","PCDHGA5","protocadherin gamma subfamily A, 5","HGNC:8703","5q31"
"HSPA1A","Approved symbol","HSPA1A","heat shock protein family A (Hsp70) member 1A","HGNC:5232","6p21.33"
"DOCK1","Approved symbol","DOCK1","dedicator of cytokinesis 1","HGNC:2987","10q26.2"
"APOBEC2","Approved symbol","APOBEC2","apolipoprotein B mRNA editing enzyme catalytic subunit 2","HGNC:605","6p21.1"
"CAMK2A","Approved symbol","CAMK2A","calcium/calmodulin dependent protein kinase II alpha","HGNC:1460","5q32"
"RNASE2","Approved symbol","RNASE2","ribonuclease A family member 2","HGNC:10045","14q11.2"
"KRTHA7","Previous symbol","KRT37","keratin 37","HGNC:6455","17q21.2"
"RPS3","Approved symbol","RPS3","ribosomal protein S3","HGNC:10420","11q13.4"
"STRN","Approved symbol","STRN","striatin","HGNC:11424","2p22.2"
"PPT2","Approved symbol","PPT2","palmitoyl-protein thioesterase 2","HGNC:9326","6p21.32"
"SECTM1","Approved symbol","SECTM1","secreted and transmembrane 1","HGNC:10707","17q25.3"
"ATXN2L","Approved symbol","ATXN2L","ataxin 2 like","HGNC:31326","16p11.2"
"B4GALT2","Approved symbol","B4GALT2","beta-1,4-galactosyltransferase 2","HGNC:925","1p34.1"
"ZDHHC13","Approved symbol","ZDHHC13","zinc finger DHHC-type palmitoyltransferase 13","HGNC:18413","11p15.1"
"TAP2","Approved symbol","TAP2","transporter 2, ATP binding cassette subfamily B member","HGNC:44","6p21.32"
"TAP2","Alias symbol","SEC14L3","SEC14 like lipid binding 3","HGNC:18655","22q12.2"
"RGS9","Approved symbol","RGS9","regulator of G protein signaling 9","HGNC:10004","17q24.1"
"CNTN2","Approved symbol","CNTN2","contactin 2","HGNC:2172","1q32.1"
"REA","Alias symbol","PHB2","prohibitin 2","HGNC:30306","12p13.31"
"CLDN10","Approved symbol","CLDN10","claudin 10","HGNC:2033","13q32.1"
"TCF20","Approved symbol","TCF20","transcription factor 20","HGNC:11631","22q13.2"
"RGS2","Approved symbol","RGS2","regulator of G protein signaling 2","HGNC:9998","1q31.2"
"PAXIP1L","Previous symbol","PAXIP1","PAX interacting protein 1","HGNC:8624","7q36.2"
"HEMK1","Approved symbol","HEMK1","HemK methyltransferase family member 1","HGNC:24923","3p21.31"
"ZNF544","Approved symbol","ZNF544","zinc finger protein 544","HGNC:16759","19q13.43"
"FLJ11795","Alias symbol","ANKRD55","ankyrin repeat domain 55","HGNC:25681","5q11.2"
"PXMP3","Previous symbol","PEX2","peroxisomal biogenesis factor 2","HGNC:9717","8q21.13"
"TGFBR3","Approved symbol","TGFBR3","transforming growth factor beta receptor 3","HGNC:11774","1p22.1"
"VENTX2","Previous symbol","VENTX","VENT homeobox","HGNC:13639","10q26.3"
"HIST1H1E","Previous symbol","H1-4","H1.4 linker histone, cluster member","HGNC:4718","6p22.2"
"DZIP3","Approved symbol","DZIP3","DAZ interacting zinc finger protein 3","HGNC:30938","3q13.13"
"A2BP1","Alias symbol","RBFOX1","RNA binding fox-1 homolog 1","HGNC:18222","16p13.3"
"CRA","Alias symbol","MTMR11","myotubularin related protein 11","HGNC:24307","1q21.2"
"CRA","Alias symbol","LUC7L3","LUC7 like 3 pre-mRNA splicing factor","HGNC:24309","17q21.33"
